,국가(대륙)별,상품군별,판매유형별,시점,데이터
2604,기타,의류 및 패션 관련상품,면세점 이외,2019.1/4,1294
2605,기타,의류 및 패션 관련상품,면세점 이외,2019.2/4,1559
2606,기타,의류 및 패션 관련상품,면세점 이외,2019.3/4,1046
2607,기타,의류 및 패션 관련상품,면세점 이외,2019.4/4,1472
2608,기타,의류 및 패션 관련상품,면세점 이외,2020.1/4,1177
2609,기타,의류 및 패션 관련상품,면세점 이외,2020.2/4,1871
2610,기타,의류 및 패션 관련상품,면세점 이외,2020.3/4,1777
2611,기타,의류 및 패션 관련상품,면세점 이외,2020.4/4,1676
2612,기타,의류 및 패션 관련상품,면세점 이외,2021.1/4,1795
2613,기타,의류 및 패션 관련상품,면세점 이외,2021.2/4,2539
2614,기타,의류 및 패션 관련상품,면세점 이외,2021.3/4,2100
2615,기타,의류 및 패션 관련상품,면세점 이외,2021.4/4,1989
2616,기타,의류 및 패션 관련상품,면세점 이외,2022.1/4,2024
2617,기타,의류 및 패션 관련상품,면세점 이외,2022.2/4 p),2021
2618,기타,스포츠·레저용품,면세점 이외,2017.1/4,128
2619,기타,스포츠·레저용품,면세점 이외,2017.2/4,112
2620,기타,스포츠·레저용품,면세점 이외,2017.3/4,100
2621,기타,스포츠·레저용품,면세점 이외,2017.4/4,124
2622,기타,스포츠·레저용품,면세점 이외,2018.1/4,184
2623,기타,스포츠·레저용품,면세점 이외,2018.2/4,165
2624,기타,스포츠·레저용품,면세점 이외,2018.3/4,124
2625,기타,스포츠·레저용품,면세점 이외,2018.4/4,131
2626,기타,스포츠·레저용품,면세점 이외,2019.1/4,154
2627,기타,스포츠·레저용품,면세점 이외,2019.2/4,143
2628,기타,스포츠·레저용품,면세점 이외,2019.3/4,93
2629,기타,스포츠·레저용품,면세점 이외,2019.4/4,132
2630,기타,스포츠·레저용품,면세점 이외,2020.1/4,103
2631,기타,스포츠·레저용품,면세점 이외,2020.2/4,143
2632,기타,스포츠·레저용품,면세점 이외,2020.3/4,218
2633,기타,스포츠·레저용품,면세점 이외,2020.4/4,291
2634,기타,스포츠·레저용품,면세점 이외,2021.1/4,296
2635,기타,스포츠·레저용품,면세점 이외,2021.2/4,150
2636,기타,스포츠·레저용품,면세점 이외,2021.3/4,138
2637,기타,스포츠·레저용품,면세점 이외,2021.4/4,241
2638,기타,스포츠·레저용품,면세점 이외,2022.1/4,180
2639,기타,스포츠·레저용품,면세점 이외,2022.2/4 p),83
2640,기타,화장품,면세점 이외,2017.1/4,2093
2641,기타,화장품,면세점 이외,2017.2/4,1976
2642,기타,화장품,면세점 이외,2017.3/4,17232
2643,기타,화장품,면세점 이외,2017.4/4,1884
2644,기타,화장품,면세점 이외,2018.1/4,2598
2645,기타,화장품,면세점 이외,2018.2/4,2415
2646,기타,화장품,면세점 이외,2018.3/4,2089
2647,기타,화장품,면세점 이외,2018.4/4,3381
2648,기타,화장품,면세점 이외,2019.1/4,3998
2649,기타,화장품,면세점 이외,2019.2/4,4168
2650,기타,화장품,면세점 이외,2019.3/4,3200
2651,기타,화장품,면세점 이외,2019.4/4,4802
2652,기타,화장품,면세점 이외,2020.1/4,10022
2653,기타,화장품,면세점 이외,2020.2/4,1709
2654,기타,화장품,면세점 이외,2020.3/4,2374
2655,기타,화장품,면세점 이외,2020.4/4,1467
2656,기타,화장품,면세점 이외,2021.1/4,1339
2657,기타,화장품,면세점 이외,2021.2/4,1361
2658,기타,화장품,면세점 이외,2021.3/4,1161
2659,기타,화장품,면세점 이외,2021.4/4,1540
2660,기타,화장품,면세점 이외,2022.1/4,1409
2661,기타,화장품,면세점 이외,2022.2/4 p),602
2662,기타,아동·유아용품,면세점 이외,2017.1/4,175
2663,기타,아동·유아용품,면세점 이외,2017.2/4,126
2664,기타,아동·유아용품,면세점 이외,2017.3/4,128
2665,기타,아동·유아용품,면세점 이외,2017.4/4,171
2666,기타,아동·유아용품,면세점 이외,2018.1/4,169
2667,기타,아동·유아용품,면세점 이외,2018.2/4,132
2668,기타,아동·유아용품,면세점 이외,2018.3/4,727
2669,기타,아동·유아용품,면세점 이외,2018.4/4,520
2670,기타,아동·유아용품,면세점 이외,2019.1/4,229
2671,기타,아동·유아용품,면세점 이외,2019.2/4,182
2672,기타,아동·유아용품,면세점 이외,2019.3/4,91
2673,기타,아동·유아용품,면세점 이외,2019.4/4,187
2674,기타,아동·유아용품,면세점 이외,2020.1/4,145
2675,기타,아동·유아용품,면세점 이외,2020.2/4,285
2676,기타,아동·유아용품,면세점 이외,2020.3/4,627
2677,기타,아동·유아용품,면세점 이외,2020.4/4,589
2678,기타,아동·유아용품,면세점 이외,2021.1/4,996
2679,기타,아동·유아용품,면세점 이외,2021.2/4,659
2680,기타,아동·유아용품,면세점 이외,2021.3/4,918
2681,기타,아동·유아용품,면세점 이외,2021.4/4,750
2682,기타,아동·유아용품,면세점 이외,2022.1/4,1203
2683,기타,아동·유아용품,면세점 이외,2022.2/4 p),1033
2684,기타,음·식료품,면세점 이외,2017.1/4,27
2685,기타,음·식료품,면세점 이외,2017.2/4,23
2686,기타,음·식료품,면세점 이외,2017.3/4,209
2687,기타,음·식료품,면세점 이외,2017.4/4,32
2688,기타,음·식료품,면세점 이외,2018.1/4,54
2689,기타,음·식료품,면세점 이외,2018.2/4,42
2690,기타,음·식료품,면세점 이외,2018.3/4,52
2691,기타,음·식료품,면세점 이외,2018.4/4,84
2692,기타,음·식료품,면세점 이외,2019.1/4,251
2693,기타,음·식료품,면세점 이외,2019.2/4,249
2694,기타,음·식료품,면세점 이외,2019.3/4,125
2695,기타,음·식료품,면세점 이외,2019.4/4,177
2696,기타,음·식료품,면세점 이외,2020.1/4,1370
2697,기타,음·식료품,면세점 이외,2020.2/4,117
2698,기타,음·식료품,면세점 이외,2020.3/4,34
2699,기타,음·식료품,면세점 이외,2020.4/4,75
2700,기타,음·식료품,면세점 이외,2021.1/4,70
2701,기타,음·식료품,면세점 이외,2021.2/4,82
2702,기타,음·식료품,면세점 이외,2021.3/4,68
2703,기타,음·식료품,면세점 이외,2021.4/4,29
2704,기타,음·식료품,면세점 이외,2022.1/4,158
2705,기타,음·식료품,면세점 이외,2022.2/4 p),2
2706,기타,농축수산물,면세점 이외,2017.1/4,1
2707,기타,농축수산물,면세점 이외,2017.2/4,0
2708,기타,농축수산물,면세점 이외,2017.3/4,0
2709,기타,농축수산물,면세점 이외,2017.4/4,1
2710,기타,농축수산물,면세점 이외,2018.1/4,3
2711,기타,농축수산물,면세점 이외,2018.2/4,0
2712,기타,농축수산물,면세점 이외,2018.3/4,0
2713,기타,농축수산물,면세점 이외,2018.4/4,0
2714,기타,농축수산물,면세점 이외,2019.1/4,0
2715,기타,농축수산물,면세점 이외,2019.2/4,0
2716,기타,농축수산물,면세점 이외,2019.3/4,0
2717,기타,농축수산물,면세점 이외,2019.4/4,2
2718,기타,농축수산물,면세점 이외,2020.1/4,2
2719,기타,농축수산물,면세점 이외,2020.2/4,3
2720,기타,농축수산물,면세점 이외,2020.3/4,1
2721,기타,농축수산물,면세점 이외,2020.4/4,3
2722,기타,농축수산물,면세점 이외,2021.1/4,1
2723,기타,농축수산물,면세점 이외,2021.2/4,0
2724,기타,농축수산물,면세점 이외,2021.3/4,0
2725,기타,농축수산물,면세점 이외,2021.4/4,0
2726,기타,농축수산물,면세점 이외,2022.1/4,10
2727,기타,농축수산물,면세점 이외,2022.2/4 p),0
2728,기타,생활용품 및 자동차용품,면세점 이외,2017.1/4,656
2729,기타,생활용품 및 자동차용품,면세점 이외,2017.2/4,596
2730,기타,생활용품 및 자동차용품,면세점 이외,2017.3/4,567
2731,기타,생활용품 및 자동차용품,면세점 이외,2017.4/4,634
2732,기타,생활용품 및 자동차용품,면세점 이외,2018.1/4,665
2733,기타,생활용품 및 자동차용품,면세점 이외,2018.2/4,469
2734,기타,생활용품 및 자동차용품,면세점 이외,2018.3/4,504
2735,기타,생활용품 및 자동차용품,면세점 이외,2018.4/4,589
2736,기타,생활용품 및 자동차용품,면세점 이외,2019.1/4,465
2737,기타,생활용품 및 자동차용품,면세점 이외,2019.2/4,488
2738,기타,생활용품 및 자동차용품,면세점 이외,2019.3/4,308
2739,기타,생활용품 및 자동차용품,면세점 이외,2019.4/4,531
2740,기타,생활용품 및 자동차용품,면세점 이외,2020.1/4,384
2741,기타,생활용품 및 자동차용품,면세점 이외,2020.2/4,334
2742,기타,생활용품 및 자동차용품,면세점 이외,2020.3/4,354
2743,기타,생활용품 및 자동차용품,면세점 이외,2020.4/4,392
2744,기타,생활용품 및 자동차용품,면세점 이외,2021.1/4,343
2745,기타,생활용품 및 자동차용품,면세점 이외,2021.2/4,300
2746,기타,생활용품 및 자동차용품,면세점 이외,2021.3/4,381
2747,기타,생활용품 및 자동차용품,면세점 이외,2021.4/4,1081
2748,기타,생활용품 및 자동차용품,면세점 이외,2022.1/4,268
2749,기타,생활용품 및 자동차용품,면세점 이외,2022.2/4 p),168
2750,기타,기 타,면세점 이외,2017.1/4,881
2751,기타,기 타,면세점 이외,2017.2/4,746
2752,기타,기 타,면세점 이외,2017.3/4,732
2753,기타,기 타,면세점 이외,2017.4/4,835
2754,기타,기 타,면세점 이외,2018.1/4,795
2755,기타,기 타,면세점 이외,2018.2/4,747
2756,기타,기 타,면세점 이외,2018.3/4,716
2757,기타,기 타,면세점 이외,2018.4/4,770
2758,기타,기 타,면세점 이외,2019.1/4,711
2759,기타,기 타,면세점 이외,2019.2/4,688
2760,기타,기 타,면세점 이외,2019.3/4,469
2761,기타,기 타,면세점 이외,2019.4/4,1093
2762,기타,기 타,면세점 이외,2020.1/4,939
2763,기타,기 타,면세점 이외,2020.2/4,710
2764,기타,기 타,면세점 이외,2020.3/4,826
2765,기타,기 타,면세점 이외,2020.4/4,870
2766,기타,기 타,면세점 이외,2021.1/4,870
2767,기타,기 타,면세점 이외,2021.2/4,1278
2768,기타,기 타,면세점 이외,2021.3/4,1154
2769,기타,기 타,면세점 이외,2021.4/4,1076
2770,기타,기 타,면세점 이외,2022.1/4,2325
2771,기타,기 타,면세점 이외,2022.2/4 p),725
