,국가(대륙)별,상품군별,판매유형별,시점,데이터
927,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2017.4/4,75
928,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2018.1/4,342
929,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2018.2/4,283
930,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2018.3/4,82
931,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2018.4/4,137
932,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2019.1/4,328
933,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2019.2/4,321
934,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2019.3/4,96
935,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2019.4/4,79
936,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2020.1/4,284
937,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2020.2/4,118
938,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2020.3/4,79
939,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2020.4/4,60
940,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2021.1/4,278
941,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2021.2/4,101
942,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2021.3/4,56
943,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2021.4/4,33
944,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2022.1/4,10
945,아세안(ASEAN),컴퓨터 및 주변기기,면세점 이외,2022.2/4 p),7
946,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2017.1/4,2169
947,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2017.2/4,2436
948,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2017.3/4,1542
949,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2017.4/4,2295
950,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2018.1/4,1682
951,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2018.2/4,1785
952,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2018.3/4,1780
953,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2018.4/4,2183
954,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2019.1/4,2252
955,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2019.2/4,2153
956,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2019.3/4,2222
957,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2019.4/4,2812
958,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2020.1/4,3457
959,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2020.2/4,3242
960,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2020.3/4,3034
961,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2020.4/4,2672
962,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2021.1/4,2293
963,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2021.2/4,2579
964,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2021.3/4,2586
965,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2021.4/4,2064
966,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2022.1/4,1847
967,아세안(ASEAN),가전·전자·통신기기,면세점 이외,2022.2/4 p),1953
968,아세안(ASEAN),소프트웨어,면세점 이외,2017.1/4,3
969,아세안(ASEAN),소프트웨어,면세점 이외,2017.2/4,1
970,아세안(ASEAN),소프트웨어,면세점 이외,2017.3/4,3
971,아세안(ASEAN),소프트웨어,면세점 이외,2017.4/4,13
972,아세안(ASEAN),소프트웨어,면세점 이외,2018.1/4,6
973,아세안(ASEAN),소프트웨어,면세점 이외,2018.2/4,17
974,아세안(ASEAN),소프트웨어,면세점 이외,2018.3/4,13
975,아세안(ASEAN),소프트웨어,면세점 이외,2018.4/4,6
976,아세안(ASEAN),소프트웨어,면세점 이외,2019.1/4,3
977,아세안(ASEAN),소프트웨어,면세점 이외,2019.2/4,4
978,아세안(ASEAN),소프트웨어,면세점 이외,2019.3/4,1
979,아세안(ASEAN),소프트웨어,면세점 이외,2019.4/4,0
980,아세안(ASEAN),소프트웨어,면세점 이외,2020.1/4,2
981,아세안(ASEAN),소프트웨어,면세점 이외,2020.2/4,1
982,아세안(ASEAN),소프트웨어,면세점 이외,2020.3/4,0
983,아세안(ASEAN),소프트웨어,면세점 이외,2020.4/4,0
984,아세안(ASEAN),소프트웨어,면세점 이외,2021.1/4,2
985,아세안(ASEAN),소프트웨어,면세점 이외,2021.2/4,0
986,아세안(ASEAN),소프트웨어,면세점 이외,2021.3/4,1
987,아세안(ASEAN),소프트웨어,면세점 이외,2021.4/4,0
988,아세안(ASEAN),소프트웨어,면세점 이외,2022.1/4,0
989,아세안(ASEAN),소프트웨어,면세점 이외,2022.2/4 p),0
990,아세안(ASEAN),서 적,면세점 이외,2017.1/4,1012
991,아세안(ASEAN),서 적,면세점 이외,2017.2/4,829
992,아세안(ASEAN),서 적,면세점 이외,2017.3/4,1825
993,아세안(ASEAN),서 적,면세점 이외,2017.4/4,1918
994,아세안(ASEAN),서 적,면세점 이외,2018.1/4,1376
995,아세안(ASEAN),서 적,면세점 이외,2018.2/4,1998
996,아세안(ASEAN),서 적,면세점 이외,2018.3/4,2023
997,아세안(ASEAN),서 적,면세점 이외,2018.4/4,2131
998,아세안(ASEAN),서 적,면세점 이외,2019.1/4,1123
999,아세안(ASEAN),서 적,면세점 이외,2019.2/4,1209
1000,아세안(ASEAN),서 적,면세점 이외,2019.3/4,854
1001,아세안(ASEAN),서 적,면세점 이외,2019.4/4,1248
1002,아세안(ASEAN),서 적,면세점 이외,2020.1/4,1121
1003,아세안(ASEAN),서 적,면세점 이외,2020.2/4,990
1004,아세안(ASEAN),서 적,면세점 이외,2020.3/4,876
1005,아세안(ASEAN),서 적,면세점 이외,2020.4/4,1205
1006,아세안(ASEAN),서 적,면세점 이외,2021.1/4,1004
1007,아세안(ASEAN),서 적,면세점 이외,2021.2/4,1169
1008,아세안(ASEAN),서 적,면세점 이외,2021.3/4,678
1009,아세안(ASEAN),서 적,면세점 이외,2021.4/4,1224
1010,아세안(ASEAN),서 적,면세점 이외,2022.1/4,522
1011,아세안(ASEAN),서 적,면세점 이외,2022.2/4 p),926
1012,아세안(ASEAN),사무·문구,면세점 이외,2017.1/4,611
1013,아세안(ASEAN),사무·문구,면세점 이외,2017.2/4,660
1014,아세안(ASEAN),사무·문구,면세점 이외,2017.3/4,705
1015,아세안(ASEAN),사무·문구,면세점 이외,2017.4/4,604
1016,아세안(ASEAN),사무·문구,면세점 이외,2018.1/4,411
1017,아세안(ASEAN),사무·문구,면세점 이외,2018.2/4,422
1018,아세안(ASEAN),사무·문구,면세점 이외,2018.3/4,444
1019,아세안(ASEAN),사무·문구,면세점 이외,2018.4/4,569
1020,아세안(ASEAN),사무·문구,면세점 이외,2019.1/4,569
1021,아세안(ASEAN),사무·문구,면세점 이외,2019.2/4,546
1022,아세안(ASEAN),사무·문구,면세점 이외,2019.3/4,561
1023,아세안(ASEAN),사무·문구,면세점 이외,2019.4/4,698
1024,아세안(ASEAN),사무·문구,면세점 이외,2020.1/4,882
1025,아세안(ASEAN),사무·문구,면세점 이외,2020.2/4,891
1026,아세안(ASEAN),사무·문구,면세점 이외,2020.3/4,804
1027,아세안(ASEAN),사무·문구,면세점 이외,2020.4/4,702
1028,아세안(ASEAN),사무·문구,면세점 이외,2021.1/4,601
1029,아세안(ASEAN),사무·문구,면세점 이외,2021.2/4,672
1030,아세안(ASEAN),사무·문구,면세점 이외,2021.3/4,693
1031,아세안(ASEAN),사무·문구,면세점 이외,2021.4/4,561
1032,아세안(ASEAN),사무·문구,면세점 이외,2022.1/4,519
1033,아세안(ASEAN),사무·문구,면세점 이외,2022.2/4 p),714
1034,아세안(ASEAN),음반·비디오·악기,면세점 이외,2017.1/4,1115
1035,아세안(ASEAN),음반·비디오·악기,면세점 이외,2017.2/4,806
1036,아세안(ASEAN),음반·비디오·악기,면세점 이외,2017.3/4,2222
1037,아세안(ASEAN),음반·비디오·악기,면세점 이외,2017.4/4,1810
1038,아세안(ASEAN),음반·비디오·악기,면세점 이외,2018.1/4,1409
1039,아세안(ASEAN),음반·비디오·악기,면세점 이외,2018.2/4,2006
1040,아세안(ASEAN),음반·비디오·악기,면세점 이외,2018.3/4,2200
1041,아세안(ASEAN),음반·비디오·악기,면세점 이외,2018.4/4,3468
1042,아세안(ASEAN),음반·비디오·악기,면세점 이외,2019.1/4,1524
1043,아세안(ASEAN),음반·비디오·악기,면세점 이외,2019.2/4,2546
1044,아세안(ASEAN),음반·비디오·악기,면세점 이외,2019.3/4,1689
1045,아세안(ASEAN),음반·비디오·악기,면세점 이외,2019.4/4,1875
1046,아세안(ASEAN),음반·비디오·악기,면세점 이외,2020.1/4,2437
1047,아세안(ASEAN),음반·비디오·악기,면세점 이외,2020.2/4,3436
1048,아세안(ASEAN),음반·비디오·악기,면세점 이외,2020.3/4,4189
1049,아세안(ASEAN),음반·비디오·악기,면세점 이외,2020.4/4,6073
1050,아세안(ASEAN),음반·비디오·악기,면세점 이외,2021.1/4,7049
1051,아세안(ASEAN),음반·비디오·악기,면세점 이외,2021.2/4,4490
1052,아세안(ASEAN),음반·비디오·악기,면세점 이외,2021.3/4,4000
1053,아세안(ASEAN),음반·비디오·악기,면세점 이외,2021.4/4,4256
1054,아세안(ASEAN),음반·비디오·악기,면세점 이외,2022.1/4,2765
1055,아세안(ASEAN),음반·비디오·악기,면세점 이외,2022.2/4 p),5277
1056,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2017.1/4,5687
1057,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2017.2/4,5272
1058,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2017.3/4,4533
1059,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2017.4/4,5815
1060,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2018.1/4,3863
1061,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2018.2/4,4680
1062,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2018.3/4,4496
1063,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2018.4/4,5790
1064,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2019.1/4,5549
1065,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2019.2/4,5932
1066,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2019.3/4,5900
1067,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2019.4/4,8039
1068,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2020.1/4,8534
1069,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2020.2/4,10875
1070,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2020.3/4,9753
1071,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2020.4/4,8830
1072,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2021.1/4,7950
1073,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2021.2/4,7096
1074,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2021.3/4,8584
1075,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2021.4/4,7740
1076,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2022.1/4,8364
1077,아세안(ASEAN),의류 및 패션 관련상품,면세점 이외,2022.2/4 p),7274
1078,아세안(ASEAN),스포츠·레저용품,면세점 이외,2017.1/4,1569
1079,아세안(ASEAN),스포츠·레저용품,면세점 이외,2017.2/4,1648
1080,아세안(ASEAN),스포츠·레저용품,면세점 이외,2017.3/4,1576
1081,아세안(ASEAN),스포츠·레저용품,면세점 이외,2017.4/4,1515
1082,아세안(ASEAN),스포츠·레저용품,면세점 이외,2018.1/4,1242
1083,아세안(ASEAN),스포츠·레저용품,면세점 이외,2018.2/4,1322
1084,아세안(ASEAN),스포츠·레저용품,면세점 이외,2018.3/4,1300
1085,아세안(ASEAN),스포츠·레저용품,면세점 이외,2018.4/4,1509
1086,아세안(ASEAN),스포츠·레저용품,면세점 이외,2019.1/4,1582
1087,아세안(ASEAN),스포츠·레저용품,면세점 이외,2019.2/4,1454
1088,아세안(ASEAN),스포츠·레저용품,면세점 이외,2019.3/4,1367
1089,아세안(ASEAN),스포츠·레저용품,면세점 이외,2019.4/4,1715
1090,아세안(ASEAN),스포츠·레저용품,면세점 이외,2020.1/4,2101
1091,아세안(ASEAN),스포츠·레저용품,면세점 이외,2020.2/4,1922
1092,아세안(ASEAN),스포츠·레저용품,면세점 이외,2020.3/4,1811
1093,아세안(ASEAN),스포츠·레저용품,면세점 이외,2020.4/4,1589
1094,아세안(ASEAN),스포츠·레저용품,면세점 이외,2021.1/4,1475
1095,아세안(ASEAN),스포츠·레저용품,면세점 이외,2021.2/4,1498
1096,아세안(ASEAN),스포츠·레저용품,면세점 이외,2021.3/4,1502
1097,아세안(ASEAN),스포츠·레저용품,면세점 이외,2021.4/4,1227
1098,아세안(ASEAN),스포츠·레저용품,면세점 이외,2022.1/4,1295
1099,아세안(ASEAN),스포츠·레저용품,면세점 이외,2022.2/4 p),1152
1100,아세안(ASEAN),화장품,면세점 이외,2017.1/4,4562
1101,아세안(ASEAN),화장품,면세점 이외,2017.2/4,3281
1102,아세안(ASEAN),화장품,면세점 이외,2017.3/4,-10003
1103,아세안(ASEAN),화장품,면세점 이외,2017.4/4,4036
1104,아세안(ASEAN),화장품,면세점 이외,2018.1/4,2161
1105,아세안(ASEAN),화장품,면세점 이외,2018.2/4,1772
1106,아세안(ASEAN),화장품,면세점 이외,2018.3/4,1858
1107,아세안(ASEAN),화장품,면세점 이외,2018.4/4,5367
1108,아세안(ASEAN),화장품,면세점 이외,2019.1/4,1680
1109,아세안(ASEAN),화장품,면세점 이외,2019.2/4,1555
1110,아세안(ASEAN),화장품,면세점 이외,2019.3/4,3094
1111,아세안(ASEAN),화장품,면세점 이외,2019.4/4,4175
1112,아세안(ASEAN),화장품,면세점 이외,2020.1/4,3679
1113,아세안(ASEAN),화장품,면세점 이외,2020.2/4,709
1114,아세안(ASEAN),화장품,면세점 이외,2020.3/4,1969
1115,아세안(ASEAN),화장품,면세점 이외,2020.4/4,975
1116,아세안(ASEAN),화장품,면세점 이외,2021.1/4,964
1117,아세안(ASEAN),화장품,면세점 이외,2021.2/4,1065
1118,아세안(ASEAN),화장품,면세점 이외,2021.3/4,1027
1119,아세안(ASEAN),화장품,면세점 이외,2021.4/4,1094
1120,아세안(ASEAN),화장품,면세점 이외,2022.1/4,1162
1121,아세안(ASEAN),화장품,면세점 이외,2022.2/4 p),859
1122,아세안(ASEAN),아동·유아용품,면세점 이외,2017.1/4,860
1123,아세안(ASEAN),아동·유아용품,면세점 이외,2017.2/4,1131
1124,아세안(ASEAN),아동·유아용품,면세점 이외,2017.3/4,1217
1125,아세안(ASEAN),아동·유아용품,면세점 이외,2017.4/4,1181
1126,아세안(ASEAN),아동·유아용품,면세점 이외,2018.1/4,1194
1127,아세안(ASEAN),아동·유아용품,면세점 이외,2018.2/4,1360
1128,아세안(ASEAN),아동·유아용품,면세점 이외,2018.3/4,1435
1129,아세안(ASEAN),아동·유아용품,면세점 이외,2018.4/4,1678
1130,아세안(ASEAN),아동·유아용품,면세점 이외,2019.1/4,1473
1131,아세안(ASEAN),아동·유아용품,면세점 이외,2019.2/4,1431
1132,아세안(ASEAN),아동·유아용품,면세점 이외,2019.3/4,857
1133,아세안(ASEAN),아동·유아용품,면세점 이외,2019.4/4,1343
1134,아세안(ASEAN),아동·유아용품,면세점 이외,2020.1/4,1116
1135,아세안(ASEAN),아동·유아용품,면세점 이외,2020.2/4,786
1136,아세안(ASEAN),아동·유아용품,면세점 이외,2020.3/4,377
1137,아세안(ASEAN),아동·유아용품,면세점 이외,2020.4/4,419
1138,아세안(ASEAN),아동·유아용품,면세점 이외,2021.1/4,212
1139,아세안(ASEAN),아동·유아용품,면세점 이외,2021.2/4,1015
1140,아세안(ASEAN),아동·유아용품,면세점 이외,2021.3/4,924
1141,아세안(ASEAN),아동·유아용품,면세점 이외,2021.4/4,647
1142,아세안(ASEAN),아동·유아용품,면세점 이외,2022.1/4,273
1143,아세안(ASEAN),아동·유아용품,면세점 이외,2022.2/4 p),280
1144,아세안(ASEAN),음·식료품,면세점 이외,2017.1/4,241
1145,아세안(ASEAN),음·식료품,면세점 이외,2017.2/4,184
1146,아세안(ASEAN),음·식료품,면세점 이외,2017.3/4,144
1147,아세안(ASEAN),음·식료품,면세점 이외,2017.4/4,193
1148,아세안(ASEAN),음·식료품,면세점 이외,2018.1/4,236
1149,아세안(ASEAN),음·식료품,면세점 이외,2018.2/4,192
1150,아세안(ASEAN),음·식료품,면세점 이외,2018.3/4,212
1151,아세안(ASEAN),음·식료품,면세점 이외,2018.4/4,170
1152,아세안(ASEAN),음·식료품,면세점 이외,2019.1/4,558
1153,아세안(ASEAN),음·식료품,면세점 이외,2019.2/4,297
1154,아세안(ASEAN),음·식료품,면세점 이외,2019.3/4,254
1155,아세안(ASEAN),음·식료품,면세점 이외,2019.4/4,347
1156,아세안(ASEAN),음·식료품,면세점 이외,2020.1/4,3690
1157,아세안(ASEAN),음·식료품,면세점 이외,2020.2/4,276
1158,아세안(ASEAN),음·식료품,면세점 이외,2020.3/4,157
1159,아세안(ASEAN),음·식료품,면세점 이외,2020.4/4,168
1160,아세안(ASEAN),음·식료품,면세점 이외,2021.1/4,167
1161,아세안(ASEAN),음·식료품,면세점 이외,2021.2/4,506
1162,아세안(ASEAN),음·식료품,면세점 이외,2021.3/4,444
1163,아세안(ASEAN),음·식료품,면세점 이외,2021.4/4,638
1164,아세안(ASEAN),음·식료품,면세점 이외,2022.1/4,117
1165,아세안(ASEAN),음·식료품,면세점 이외,2022.2/4 p),139
1166,아세안(ASEAN),농축수산물,면세점 이외,2017.1/4,11
1167,아세안(ASEAN),농축수산물,면세점 이외,2017.2/4,7
1168,아세안(ASEAN),농축수산물,면세점 이외,2017.3/4,11
1169,아세안(ASEAN),농축수산물,면세점 이외,2017.4/4,13
1170,아세안(ASEAN),농축수산물,면세점 이외,2018.1/4,11
1171,아세안(ASEAN),농축수산물,면세점 이외,2018.2/4,12
1172,아세안(ASEAN),농축수산물,면세점 이외,2018.3/4,10
1173,아세안(ASEAN),농축수산물,면세점 이외,2018.4/4,9
1174,아세안(ASEAN),농축수산물,면세점 이외,2019.1/4,7
1175,아세안(ASEAN),농축수산물,면세점 이외,2019.2/4,7
1176,아세안(ASEAN),농축수산물,면세점 이외,2019.3/4,7
1177,아세안(ASEAN),농축수산물,면세점 이외,2019.4/4,12
1178,아세안(ASEAN),농축수산물,면세점 이외,2020.1/4,7
1179,아세안(ASEAN),농축수산물,면세점 이외,2020.2/4,4
1180,아세안(ASEAN),농축수산물,면세점 이외,2020.3/4,4
1181,아세안(ASEAN),농축수산물,면세점 이외,2020.4/4,2
1182,아세안(ASEAN),농축수산물,면세점 이외,2021.1/4,1
1183,아세안(ASEAN),농축수산물,면세점 이외,2021.2/4,0
1184,아세안(ASEAN),농축수산물,면세점 이외,2021.3/4,2
1185,아세안(ASEAN),농축수산물,면세점 이외,2021.4/4,1
1186,아세안(ASEAN),농축수산물,면세점 이외,2022.1/4,0
1187,아세안(ASEAN),농축수산물,면세점 이외,2022.2/4 p),0
1188,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2017.1/4,1815
1189,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2017.2/4,1639
1190,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2017.3/4,1734
1191,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2017.4/4,1589
1192,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2018.1/4,1283
1193,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2018.2/4,1291
1194,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2018.3/4,1257
1195,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2018.4/4,1260
1196,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2019.1/4,1383
1197,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2019.2/4,1372
1198,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2019.3/4,1236
1199,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2019.4/4,1613
1200,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2020.1/4,1853
1201,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2020.2/4,1688
1202,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2020.3/4,1529
1203,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2020.4/4,1362
1204,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2021.1/4,1297
1205,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2021.2/4,2931
1206,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2021.3/4,2167
1207,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2021.4/4,1562
1208,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2022.1/4,890
1209,아세안(ASEAN),생활용품 및 자동차용품,면세점 이외,2022.2/4 p),963
1210,아세안(ASEAN),기 타,면세점 이외,2017.1/4,301
1211,아세안(ASEAN),기 타,면세점 이외,2017.2/4,332
1212,아세안(ASEAN),기 타,면세점 이외,2017.3/4,345
1213,아세안(ASEAN),기 타,면세점 이외,2017.4/4,374
1214,아세안(ASEAN),기 타,면세점 이외,2018.1/4,1372
1215,아세안(ASEAN),기 타,면세점 이외,2018.2/4,438
1216,아세안(ASEAN),기 타,면세점 이외,2018.3/4,375
1217,아세안(ASEAN),기 타,면세점 이외,2018.4/4,522
1218,아세안(ASEAN),기 타,면세점 이외,2019.1/4,382
1219,아세안(ASEAN),기 타,면세점 이외,2019.2/4,370
1220,아세안(ASEAN),기 타,면세점 이외,2019.3/4,240
1221,아세안(ASEAN),기 타,면세점 이외,2019.4/4,2986
1222,아세안(ASEAN),기 타,면세점 이외,2020.1/4,865
1223,아세안(ASEAN),기 타,면세점 이외,2020.2/4,429
1224,아세안(ASEAN),기 타,면세점 이외,2020.3/4,395
1225,아세안(ASEAN),기 타,면세점 이외,2020.4/4,931
1226,아세안(ASEAN),기 타,면세점 이외,2021.1/4,588
1227,아세안(ASEAN),기 타,면세점 이외,2021.2/4,1097
1228,아세안(ASEAN),기 타,면세점 이외,2021.3/4,1579
1229,아세안(ASEAN),기 타,면세점 이외,2021.4/4,760
1230,아세안(ASEAN),기 타,면세점 이외,2022.1/4,397
1231,아세안(ASEAN),기 타,면세점 이외,2022.2/4 p),367
1232,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2017.1/4,455
1233,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2017.2/4,280
1234,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2017.3/4,406
1235,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2017.4/4,430
1236,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2018.1/4,1030
1237,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2018.2/4,630
1238,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2018.3/4,655
1239,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2018.4/4,852
1240,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2019.1/4,633
1241,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2019.2/4,715
1242,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2019.3/4,513
1243,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2019.4/4,617
1244,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2020.1/4,694
1245,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2020.2/4,334
1246,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2020.3/4,524
1247,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2020.4/4,358
1248,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2021.1/4,508
1249,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2021.2/4,281
1250,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2021.3/4,232
1251,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2021.4/4,244
1252,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2022.1/4,154
1253,유럽연합(EU),컴퓨터 및 주변기기,면세점 이외,2022.2/4 p),299
1254,유럽연합(EU),가전·전자·통신기기,면세점 이외,2017.1/4,954
1255,유럽연합(EU),가전·전자·통신기기,면세점 이외,2017.2/4,764
1256,유럽연합(EU),가전·전자·통신기기,면세점 이외,2017.3/4,1070
1257,유럽연합(EU),가전·전자·통신기기,면세점 이외,2017.4/4,962
1258,유럽연합(EU),가전·전자·통신기기,면세점 이외,2018.1/4,838
1259,유럽연합(EU),가전·전자·통신기기,면세점 이외,2018.2/4,603
1260,유럽연합(EU),가전·전자·통신기기,면세점 이외,2018.3/4,568
1261,유럽연합(EU),가전·전자·통신기기,면세점 이외,2018.4/4,570
1262,유럽연합(EU),가전·전자·통신기기,면세점 이외,2019.1/4,603
1263,유럽연합(EU),가전·전자·통신기기,면세점 이외,2019.2/4,582
1264,유럽연합(EU),가전·전자·통신기기,면세점 이외,2019.3/4,423
1265,유럽연합(EU),가전·전자·통신기기,면세점 이외,2019.4/4,2051
1266,유럽연합(EU),가전·전자·통신기기,면세점 이외,2020.1/4,942
1267,유럽연합(EU),가전·전자·통신기기,면세점 이외,2020.2/4,593
1268,유럽연합(EU),가전·전자·통신기기,면세점 이외,2020.3/4,946
1269,유럽연합(EU),가전·전자·통신기기,면세점 이외,2020.4/4,559
1270,유럽연합(EU),가전·전자·통신기기,면세점 이외,2021.1/4,548
1271,유럽연합(EU),가전·전자·통신기기,면세점 이외,2021.2/4,383
1272,유럽연합(EU),가전·전자·통신기기,면세점 이외,2021.3/4,338
1273,유럽연합(EU),가전·전자·통신기기,면세점 이외,2021.4/4,163
1274,유럽연합(EU),가전·전자·통신기기,면세점 이외,2022.1/4,5
1275,유럽연합(EU),가전·전자·통신기기,면세점 이외,2022.2/4 p),1
1276,유럽연합(EU),소프트웨어,면세점 이외,2017.1/4,22
1277,유럽연합(EU),소프트웨어,면세점 이외,2017.2/4,14
1278,유럽연합(EU),소프트웨어,면세점 이외,2017.3/4,19
1279,유럽연합(EU),소프트웨어,면세점 이외,2017.4/4,49
1280,유럽연합(EU),소프트웨어,면세점 이외,2018.1/4,28
1281,유럽연합(EU),소프트웨어,면세점 이외,2018.2/4,34
1282,유럽연합(EU),소프트웨어,면세점 이외,2018.3/4,45
1283,유럽연합(EU),소프트웨어,면세점 이외,2018.4/4,97
1284,유럽연합(EU),소프트웨어,면세점 이외,2019.1/4,28
1285,유럽연합(EU),소프트웨어,면세점 이외,2019.2/4,26
1286,유럽연합(EU),소프트웨어,면세점 이외,2019.3/4,12
1287,유럽연합(EU),소프트웨어,면세점 이외,2019.4/4,28
1288,유럽연합(EU),소프트웨어,면세점 이외,2020.1/4,26
1289,유럽연합(EU),소프트웨어,면세점 이외,2020.2/4,26
1290,유럽연합(EU),소프트웨어,면세점 이외,2020.3/4,22
1291,유럽연합(EU),소프트웨어,면세점 이외,2020.4/4,25
1292,유럽연합(EU),소프트웨어,면세점 이외,2021.1/4,21
1293,유럽연합(EU),소프트웨어,면세점 이외,2021.2/4,27
1294,유럽연합(EU),소프트웨어,면세점 이외,2021.3/4,23
1295,유럽연합(EU),소프트웨어,면세점 이외,2021.4/4,8
